cruise,cast,niskin,date_time_utc,latitude,longitude,nearest_station,station_distance,depth,sample_id,replicate,alternate_sample_id,project_id,nitrate_nitrite,ammonium,phosphate,silicate,flag_nitrate_nitrite,flag_ammonium,flag_phosphate,flag_silicate
EN706,13,12,2023-08-10 07:58:50,40.0467,-70.8865,L9,0.291,40.8,4049,b,NaN,LTER,0.41,0.01,0.188,2.147,1,1,1,1
EN706,13,18,2023-08-10 08:02:44,40.0465,-70.887,L9,0.326,26.8,4050,a,NaN,LTER,0.04,0.01,0.009,0.804,1,1,1,1
EN706,13,18,2023-08-10 08:02:44,40.0465,-70.887,L9,0.326,26.8,4051,b,NaN,LTER,0.04,0.01,0.009,0.782,1,1,1,1
EN706,13,23,2023-08-10 08:05:11,40.0463,-70.8872,L9,0.341,3.6,4052,a,NaN,LTER,0.04,0.01,0.009,0.536,1,1,1,1
EN706,13,23,2023-08-10 08:05:11,40.0463,-70.8872,L9,0.341,3.6,4053,b,NaN,LTER,0.04,0.01,0.009,0.602,1,1,1,1
EN706,14,2,2023-08-10 21:53:01,40.2563,-70.8792,L7,0.378,116.6,4054,a,NaN,LTER,17.829,0.01,1.061,10.135,1,1,1,1
EN706,14,2,2023-08-10 21:53:01,40.2563,-70.8792,L7,0.378,116.6,4055,b,NaN,LTER,17.941,0.01,1.077,10.146,1,1,1,1
EN706,14,3,2023-08-10 21:55:57,40.2559,-70.8786,L7,0.441,80.4,4056,a,NaN,LTER,9.19,0.01,0.634,5.516,1,1,1,1
EN706,14,3,2023-08-10 21:55:57,40.2559,-70.8786,L7,0.441,80.4,4057,b,NaN,LTER,9.174,0.01,0.616,5.505,1,1,1,1
EN706,14,5,2023-08-10 21:59:16,40.2557,-70.8779,L7,0.502,57.9,4058,a,NaN,LTER,4.487,0.01,0.478,4.353,1,1,1,1
EN706,14,5,2023-08-10 21:59:16,40.2557,-70.8779,L7,0.502,57.9,4059,b,NaN,LTER,4.498,0.01,0.481,4.342,1,1,1,1
EN706,14,7,2023-08-10 22:01:19,40.2557,-70.8774,L7,0.545,45.1,4060,a,NaN,LTER,2.186,0.01,0.343,3.459,1,1,1,1
EN706,14,7,2023-08-10 22:01:19,40.2557,-70.8774,L7,0.545,45.1,4061,b,NaN,LTER,2.191,0.01,0.349,3.397,1,1,1,1
EN706,14,10,2023-08-10 22:03:53,40.2554,-70.8767,L7,0.605,38.8,4062,a,NaN,LTER,0.04,0.01,0.112,1.71,1,1,1,1
EN706,14,10,2023-08-10 22:03:53,40.2554,-70.8767,L7,0.605,38.8,4063,b,NaN,LTER,0.04,0.01,0.107,1.668,1,1,1,1
EN706,14,12,2023-08-10 22:05:53,40.2552,-70.8763,L7,0.649,29.6,4064,a,NaN,LTER,0.04,0.01,0.039,1.445,1,1,1,1
EN706,14,12,2023-08-10 22:05:53,40.2552,-70.8763,L7,0.649,29.6,4065,b,NaN,LTER,0.04,0.01,0.031,1.448,1,1,1,1
EN706,14,15,2023-08-10 22:07:45,40.255,-70.8758,L7,0.694,20,4066,a,NaN,LTER,0.04,0.01,0.009,0.88,1,1,1,1
EN706,14,15,2023-08-10 22:07:45,40.255,-70.8758,L7,0.694,20,4067,b,NaN,LTER,0.04,0.01,0.009,0.875,1,1,1,1
EN706,14,18,2023-08-10 22:10:06,40.2547,-70.8752,L7,0.758,3.7,4068,a,NaN,LTER,0.04,0.01,0.009,0.536,1,1,1,1
EN706,14,18,2023-08-10 22:10:06,40.2547,-70.8752,L7,0.758,3.7,4069,b,NaN,LTER,0.04,0.01,0.009,0.54,1,1,1,1
EN706,15,1,2023-08-11 00:07:45,40.149,-70.8783,L8,0.518,132,4070,a,NaN,LTER,18.516,0.01,1.081,8.441,1,1,1,1
EN706,15,1,2023-08-11 00:07:45,40.149,-70.8783,L8,0.518,132,4071,b,NaN,LTER,18.322,0.01,1.087,8.358,1,1,1,1
EN706,15,3,2023-08-11 00:10:50,40.1479,-70.8778,L8,0.631,90.9,4072,a,NaN,LTER,11.439,0.01,0.661,5.017,1,1,1,1
EN706,15,3,2023-08-11 00:10:50,40.1479,-70.8778,L8,0.631,90.9,4073,b,NaN,LTER,11.341,0.01,0.656,4.389,1,1,1,1
EN706,15,5,2023-08-11 00:14:10,40.1464,-70.8772,L8,0.787,59,4074,a,NaN,LTER,6.058,0.01,0.449,3.105,1,1,1,1
EN706,15,5,2023-08-11 00:14:10,40.1464,-70.8772,L8,0.787,59,4075,b,NaN,LTER,6.004,0.01,0.449,3.102,1,1,1,1
EN706,15,8,2023-08-11 00:17:16,40.1451,-70.8765,L8,0.936,43.6,4076,a,NaN,LTER,0.04,0.01,0.12,1.651,1,1,1,1
EN706,15,8,2023-08-11 00:17:16,40.1451,-70.8765,L8,0.936,43.6,4077,b,NaN,LTER,0.04,0.01,0.121,1.662,1,1,1,1
EN706,15,14,2023-08-11 00:20:05,40.1439,-70.8757,L8,1.077,31.6,4078,a,NaN,LTER,0.04,0.01,0.009,1.759,1,1,1,3
EN706,15,14,2023-08-11 00:20:05,40.1439,-70.8757,L8,1.077,31.6,4079,b,NaN,LTER,0.04,0.01,0.009,0.823,1,1,1,3
EN706,15,17,2023-08-11 00:24:07,40.1424,-70.8746,L8,1.268,23.6,4080,a,NaN,LTER,0.04,0.01,0.009,0.747,1,1,1,1
EN706,15,17,2023-08-11 00:24:07,40.1424,-70.8746,L8,1.268,23.6,4081,b,NaN,LTER,0.04,0.01,0.009,0.761,1,1,1,1
EN706,15,19,2023-08-11 00:27:11,40.1414,-70.8739,L8,1.396,3.4,4082,a,NaN,LTER,0.04,0.01,0.009,0.563,1,1,1,3
EN706,15,19,2023-08-11 00:27:11,40.1414,-70.8739,L8,1.396,3.4,4083,b,NaN,LTER,0.04,0.01,0.009,0.994,1,1,1,3
EN706,19,1,2023-08-11 08:39:19,40.3649,-70.8875,L6,0.399,89.1,4084,a,NaN,LTER,8.486,0.01,0.669,8.344,1,1,1,1
EN706,19,1,2023-08-11 08:39:19,40.3649,-70.8875,L6,0.399,89.1,4085,b,NaN,LTER,8.433,0.01,0.674,8.344,1,1,1,1
EN706,19,2,2023-08-11 08:42:48,40.365,-70.8887,L6,0.501,75.2,4086,a,NaN,LTER,4.284,0.01,0.49,4.468,1,1,1,1
EN706,19,2,2023-08-11 08:42:48,40.365,-70.8887,L6,0.501,75.2,4087,b,NaN,LTER,4.303,0.01,0.484,4.471,1,1,1,1
EN706,19,3,2023-08-11 08:46:02,40.3652,-70.8897,L6,0.585,48.9,4088,a,NaN,LTER,4.73,0.01,1.388,6.071,1,1,3,1
EN706,19,3,2023-08-11 08:46:02,40.3652,-70.8897,L6,0.585,48.9,4089,b,NaN,LTER,4.722,0.01,0.63,6.063,1,1,3,1
EN706,19,5,2023-08-11 08:48:42,40.3653,-70.8905,L6,0.651,37.9,4090,a,NaN,LTER,1.2,0.02,0.353,3.514,1,3,1,1
EN706,19,5,2023-08-11 08:48:42,40.3653,-70.8905,L6,0.651,37.9,4091,b,NaN,LTER,1.272,0.065,0.359,3.497,1,3,1,1
EN706,19,9,2023-08-11 08:50:58,40.3654,-70.8913,L6,0.717,29.5,4092,a,NaN,LTER,0.248,0.01,0.235,2.702,1,3,1,1
EN706,19,9,2023-08-11 08:50:58,40.3654,-70.8913,L6,0.717,29.5,4093,b,NaN,LTER,0.215,0.096,0.232,2.767,1,3,1,1
EN706,19,15,2023-08-11 08:53:46,40.3655,-70.8923,L6,0.803,19.9,4094,a,NaN,LTER,0.04,0.01,0.009,1.147,1,1,1,1
EN706,19,15,2023-08-11 08:53:46,40.3655,-70.8923,L6,0.803,19.9,4095,b,NaN,LTER,0.04,0.01,0.009,1.355,1,1,1,1
EN706,19,18,2023-08-11 08:57:08,40.3657,-70.8934,L6,0.897,4.2,4096,a,NaN,LTER,0.04,0.01,0.009,0.672,1,1,1,1
EN706,19,18,2023-08-11 08:57:08,40.3657,-70.8934,L6,0.897,4.2,4097,b,NaN,LTER,0.04,0.01,0.009,0.585,1,1,1,1
EN706,20,2,2023-08-11 20:48:59,40.8616,-70.8804,L3,0.31,50.2,4098,a,NaN,LTER,5.119,0.015,0.704,10.539,4,3,3,1
EN706,20,2,2023-08-11 20:48:59,40.8616,-70.8804,L3,0.31,50.2,NaN,b,NaN,LTER,NaN,NaN,NaN,NaN,9,9,9,9
EN706,20,3,2023-08-11 20:51:10,40.8613,-70.8801,L3,0.348,37.8,4100,a,NaN,LTER,1.228,0.01,0.548,5.689,1,3,1,1
EN706,20,3,2023-08-11 20:51:10,40.8613,-70.8801,L3,0.348,37.8,4101,b,NaN,LTER,1.223,0.058,0.547,5.779,1,3,1,1
EN706,20,9,2023-08-11 20:55:21,40.861,-70.8795,L3,0.412,30.2,4102,a,NaN,LTER,0.705,0.128,0.488,3.513,1,1,1,1
EN706,20,9,2023-08-11 20:55:21,40.861,-70.8795,L3,0.412,30.2,4103,b,NaN,LTER,0.688,0.102,0.491,3.506,1,1,1,1
EN706,20,11,2023-08-11 20:57:17,40.8608,-70.8792,L3,0.443,23.3,4104,a,NaN,LTER,0.04,0.01,0.337,1.569,1,1,1,1
EN706,20,11,2023-08-11 20:57:17,40.8608,-70.8792,L3,0.443,23.3,4105,b,NaN,LTER,0.04,0.01,0.337,1.669,1,1,1,1
EN706,20,16,2023-08-11 20:59:38,40.8605,-70.8789,L3,0.481,15.4,4106,a,NaN,LTER,0.04,0.031,0.291,1.015,1,3,1,1
EN706,20,16,2023-08-11 20:59:38,40.8605,-70.8789,L3,0.481,15.4,4107,b,NaN,LTER,0.04,0.01,0.265,1.094,1,3,1,1
EN706,20,22,2023-08-11 21:02:10,40.8602,-70.8786,L3,0.528,4.2,4108,a,NaN,LTER,0.04,0.033,0.009,0.52,1,3,1,1
EN706,20,22,2023-08-11 21:02:10,40.8602,-70.8786,L3,0.528,4.2,4109,b,NaN,LTER,0.04,0.09,0.009,0.531,1,3,1,1
EN706,24,2,2023-08-12 08:14:40,41.3147,-70.5821,MVCO,1.726,16.9,4110,a,NaN,LTER,0.04,0.633,0.725,1.784,1,1,3,1
EN706,24,2,2023-08-12 08:14:40,41.3147,-70.5821,MVCO,1.726,16.9,4111,b,NaN,LTER,0.04,0.523,0.4,1.794,1,1,3,1
EN706,24,4,2023-08-12 08:21:51,41.3139,-70.582,MVCO,1.774,12,4112,a,NaN,LTER,0.04,0.018,0.238,0.505,1,3,1,3
EN706,24,4,2023-08-12 08:21:51,41.3139,-70.582,MVCO,1.774,12,4113,b,NaN,LTER,0.04,0.01,0.25,0.289,1,3,1,3
EN706,24,7,2023-08-12 08:24:49,41.3136,-70.5819,MVCO,1.794,3.1,4114,a,NaN,LTER,0.04,0.086,0.179,0.037,1,3,1,1
EN706,24,7,2023-08-12 08:24:49,41.3136,-70.5819,MVCO,1.794,3.1,4115,b,NaN,LTER,0.04,0.034,0.175,0.03,1,3,1,1
AR77,1,2,2023-10-11 15:51:53,41.1955,-70.8772,L1,0.531,16.8,4116,a,NaN,LTER,0.682,1.069,0.521,4.866,1,3,1,1
AR77,1,2,2023-10-11 15:51:53,41.1955,-70.8772,L1,0.531,16.8,4117,b,NaN,LTER,0.601,0.687,0.528,4.928,1,3,1,1
AR77,1,7,2023-10-11 15:55:08,41.1955,-70.8772,L1,0.531,9.6,4118,a,NaN,LTER,0.35,1.38,0.423,3.781,3,3,1,1
AR77,1,7,2023-10-11 15:55:08,41.1955,-70.8772,L1,0.531,9.6,4119,b,NaN,LTER,0.249,0.741,0.425,3.989,3,3,1,1
AR77,1,14,2023-10-11 15:58:15,41.1955,-70.8772,L1,0.531,4,4120,a,NaN,LTER,0.217,0.161,0.447,3.91,1,4,1,1
AR77,1,14,2023-10-11 15:58:15,41.1955,-70.8772,L1,0.531,4,4121,b,NaN,LTER,0.281,0.617,0.445,3.857,1,4,1,1
AR77,2,1,2023-10-12 03:45:44,41.0298,-70.884,L2,0.062,41.9,4122,a,NaN,LTER,3.316,1.187,0.949,11.267,1,1,1,1
AR77,2,1,2023-10-12 03:45:44,41.0298,-70.884,L2,0.062,41.9,4123,b,NaN,LTER,3.319,1.099,0.777,12.242,1,1,1,1
AR77,2,3,2023-10-12 03:48:22,41.0298,-70.884,L2,0.062,27.2,4124,a,NaN,LTER,0.816,0.706,0.44,5.531,1,1,1,1
AR77,2,3,2023-10-12 03:48:22,41.0298,-70.884,L2,0.062,27.2,4125,b,NaN,LTER,0.778,0.542,0.426,5.396,1,1,1,1
AR77,2,8,2023-10-12 03:50:39,41.0298,-70.884,L2,0.062,18.9,4126,a,NaN,LTER,0.182,0.113,0.33,4.014,1,3,1,1
AR77,2,8,2023-10-12 03:50:39,41.0298,-70.884,L2,0.062,18.9,4127,b,NaN,LTER,0.183,0.075,0.432,3.891,1,3,1,1
AR77,2,14,2023-10-12 03:53:15,41.0298,-70.884,L2,0.062,10.2,4128,a,NaN,LTER,0.04,0.01,0.237,3.125,1,1,1,1
AR77,2,14,2023-10-12 03:53:15,41.0298,-70.884,L2,0.062,10.2,4129,b,NaN,LTER,0.04,0.01,0.309,3.223,1,1,1,1
AR77,2,18,2023-10-12 03:55:00,41.0298,-70.884,L2,0.062,3,4130,a,NaN,LTER,0.04,0.01,0.266,2.775,1,1,1,1
AR77,2,18,2023-10-12 03:55:00,41.0298,-70.884,L2,0.062,3,4131,b,NaN,LTER,0.04,0.01,0.24,2.664,1,1,1,1
AR77,5,2,2023-10-12 11:37:04,40.5133,-70.8827,L5,0.054,73,4132,a,NaN,LTER,7.639,0.01,0.871,12.655,1,1,1,1
AR77,5,2,2023-10-12 11:37:04,40.5133,-70.8827,L5,0.054,73,4133,b,NaN,LTER,7.631,0.01,0.936,12.966,1,1,1,1
AR77,5,3,2023-10-12 11:39:27,40.5133,-70.8827,L5,0.054,59.9,4134,a,NaN,LTER,8.147,0.01,0.778,12.962,1,1,1,1
AR77,5,3,2023-10-12 11:39:27,40.5133,-70.8827,L5,0.054,59.9,4135,b,NaN,LTER,7.977,0.01,0.826,12.883,1,1,1,1
AR77,5,5,2023-10-12 11:43:00,40.5133,-70.8827,L5,0.054,48.2,4136,a,NaN,LTER,0.898,0.092,0.313,1.95,1,3,1,1
AR77,5,5,2023-10-12 11:43:00,40.5133,-70.8827,L5,0.054,48.2,4137,b,NaN,LTER,0.896,0.017,0.391,1.996,1,3,1,1
AR77,5,8,2023-10-12 11:46:31,40.5133,-70.8827,L5,0.054,30,4138,a,NaN,LTER,0.1,0.067,0.263,1.824,3,3,1,1
AR77,5,8,2023-10-12 11:46:31,40.5133,-70.8827,L5,0.054,30,4139,b,NaN,LTER,0.059,0.01,0.246,1.795,3,3,1,1
AR77,5,10,2023-10-12 11:48:30,40.5133,-70.8827,L5,0.054,19,4140,a,NaN,LTER,0.04,0.01,0.232,1.65,1,1,1,1
AR77,5,10,2023-10-12 11:48:30,40.5133,-70.8827,L5,0.054,19,4141,b,NaN,LTER,0.04,0.01,0.295,1.579,1,1,1,1
AR77,5,12,2023-10-12 11:50:41,40.5133,-70.8827,L5,0.054,3.7,4142,a,NaN,LTER,0.04,0.01,0.209,1.441,1,1,1,1
AR77,5,12,2023-10-12 11:50:41,40.5133,-70.8827,L5,0.054,3.7,4143,b,NaN,LTER,0.04,0.01,0.186,1.233,1,1,1,1
AR77,6,2,2023-10-13 02:50:09,39.94,-70.884,L10,0.06,439.6,4144,a,NaN,LTER,21.418,0.01,1.47,12.768,1,1,1,1
AR77,6,2,2023-10-13 02:50:09,39.94,-70.884,L10,0.06,439.6,4145,b,NaN,LTER,21.41,0.01,1.479,12.876,1,1,1,1
AR77,6,4,2023-10-13 02:56:32,39.94,-70.884,L10,0.06,152.8,4146,a,NaN,LTER,12.306,0.01,0.81,6.948,1,1,1,1
AR77,6,4,2023-10-13 02:56:32,39.94,-70.884,L10,0.06,152.8,4147,b,NaN,LTER,12.291,0.01,0.878,7.077,1,1,1,1
AR77,6,5,2023-10-13 03:00:08,39.94,-70.884,L10,0.06,61,4148,a,NaN,LTER,5.407,0.01,0.637,5.426,1,1,1,1
AR77,6,5,2023-10-13 03:00:08,39.94,-70.884,L10,0.06,61,4149,b,NaN,LTER,5.369,0.01,0.628,5.548,1,1,1,1
AR77,6,8,2023-10-13 03:02:56,39.94,-70.884,L10,0.06,40.2,4150,a,NaN,LTER,1.87,0.01,0.311,3.073,1,1,1,1
AR77,6,8,2023-10-13 03:02:56,39.94,-70.884,L10,0.06,40.2,4151,b,NaN,LTER,1.855,0.01,0.31,3.134,1,1,1,1
AR77,6,9,2023-10-13 03:05:18,39.94,-70.884,L10,0.06,30.2,4152,a,NaN,LTER,0.309,0.01,0.168,2.268,1,1,1,1
AR77,6,9,2023-10-13 03:05:18,39.94,-70.884,L10,0.06,30.2,4153,b,NaN,LTER,0.277,0.01,0.166,1.845,1,1,1,1
AR77,6,15,2023-10-13 03:08:30,39.94,-70.884,L10,0.06,20.3,4154,a,NaN,LTER,0.04,0.01,0.098,1.571,1,1,1,1
AR77,6,15,2023-10-13 03:08:30,39.94,-70.884,L10,0.06,20.3,4155,b,NaN,LTER,0.04,0.01,0.096,1.574,1,1,1,1
AR77,6,18,2023-10-13 03:11:19,39.94,-70.884,L10,0.06,3.5,4156,a,NaN,LTER,0.04,0.01,0.076,1.676,1,1,3,1
AR77,6,18,2023-10-13 03:11:19,39.94,-70.884,L10,0.06,3.5,4157,b,NaN,LTER,0.04,0.01,0.104,1.744,1,1,3,1
AR77,9,2,2023-10-13 09:33:43,39.773,-70.8835,L11,0.037,502.4,4158,a,NaN,LTER,19.674,0.01,1.22,11.839,1,1,1,1
AR77,9,2,2023-10-13 09:33:43,39.773,-70.8835,L11,0.037,502.4,4159,b,NaN,LTER,19.775,0.01,1.352,11.993,1,1,1,1
AR77,9,3,2023-10-13 09:40:59,39.773,-70.8835,L11,0.037,253.7,4160,a,NaN,LTER,23.468,0.01,1.593,13.193,1,1,1,1
AR77,9,3,2023-10-13 09:40:59,39.773,-70.8835,L11,0.037,253.7,4161,b,NaN,LTER,23.503,0.01,1.58,13.061,1,1,1,1
AR77,9,4,2023-10-13 09:45:14,39.773,-70.8835,L11,0.037,120.8,4162,a,NaN,LTER,12.869,0.01,0.72,6.037,1,1,1,1
AR77,9,4,2023-10-13 09:45:14,39.773,-70.8835,L11,0.037,120.8,4163,b,NaN,LTER,12.877,0.01,0.883,5.989,1,1,1,1
AR77,9,5,2023-10-13 09:49:05,39.773,-70.8835,L11,0.037,63.8,4164,a,NaN,LTER,6.16,0.01,0.678,4.911,1,1,1,1
AR77,9,5,2023-10-13 09:49:05,39.773,-70.8835,L11,0.037,63.8,4165,b,NaN,LTER,6.204,0.01,0.678,4.949,1,1,1,1
AR77,9,7,2023-10-13 09:51:38,39.773,-70.8835,L11,0.037,42.7,4166,a,NaN,LTER,1.409,0.01,0.266,2.573,1,1,1,1
AR77,9,7,2023-10-13 09:51:38,39.773,-70.8835,L11,0.037,42.7,4167,b,NaN,LTER,1.411,0.01,0.27,2.657,1,1,1,1
AR77,9,11,2023-10-13 09:54:34,39.773,-70.8835,L11,0.037,32.7,4168,a,NaN,LTER,0.04,0.01,0.083,1.444,1,1,1,1
AR77,9,11,2023-10-13 09:54:34,39.773,-70.8835,L11,0.037,32.7,4169,b,NaN,LTER,0.04,0.01,0.087,1.519,1,1,1,1
AR77,9,16,2023-10-13 09:57:37,39.773,-70.8835,L11,0.037,20.1,4170,a,NaN,LTER,0.04,0.01,0.101,2.267,4,1,4,4
AR77,9,16,2023-10-13 09:57:37,39.773,-70.8835,L11,0.037,20.1,NaN,b,NaN,LTER,NaN,NaN,NaN,NaN,9,9,9,9
AR77,9,18,2023-10-13 09:59:48,39.773,-70.8835,L11,0.037,3.5,4172,a,NaN,LTER,0.04,0.01,0.15,2.131,1,1,1,1
AR77,9,18,2023-10-13 09:59:48,39.773,-70.8835,L11,0.037,3.5,4173,b,NaN,LTER,0.04,0.01,0.156,2.029,1,1,1,1
AR77,10,1,2023-10-13 20:16:11,40.3627,-70.883,L6,0.075,87.5,4174,a,NaN,LTER,7.365,0.01,0.741,7.377,1,1,1,1
AR77,10,1,2023-10-13 20:16:11,40.3627,-70.883,L6,0.075,87.5,4175,b,NaN,LTER,7.356,0.01,0.685,7.371,1,1,1,1
AR77,10,2,2023-10-13 20:18:04,40.3627,-70.883,L6,0.075,64.6,4176,a,NaN,LTER,5.746,0.01,0.739,7.599,1,1,1,1
AR77,10,2,2023-10-13 20:18:04,40.3627,-70.883,L6,0.075,64.6,4177,b,NaN,LTER,5.711,0.01,0.749,7.642,1,1,1,1
AR77,10,3,2023-10-13 20:19:53,40.3627,-70.883,L6,0.075,44.7,4178,a,NaN,LTER,0.049,0.01,0.252,2.226,1,1,1,1
AR77,10,3,2023-10-13 20:19:53,40.3627,-70.883,L6,0.075,44.7,4179,b,NaN,LTER,0.04,0.01,0.222,2.215,1,1,1,1
AR77,10,6,2023-10-13 20:21:47,40.3627,-70.883,L6,0.075,32.9,4180,a,NaN,LTER,1.503,0.103,0.418,3.63,1,1,1,1
AR77,10,6,2023-10-13 20:21:47,40.3627,-70.883,L6,0.075,32.9,4181,b,NaN,LTER,1.532,0.141,0.379,3.563,1,1,1,1
AR77,10,9,2023-10-13 20:23:30,40.3627,-70.883,L6,0.075,24.9,4182,a,NaN,LTER,0.885,0.093,0.406,2.805,1,1,1,1
AR77,10,9,2023-10-13 20:23:30,40.3627,-70.883,L6,0.075,24.9,4183,b,NaN,LTER,0.887,0.125,0.413,2.715,1,1,1,1
AR77,10,13,2023-10-13 20:25:14,40.3627,-70.883,L6,0.075,14.9,4184,a,NaN,LTER,0.093,0.01,0.233,2.216,1,1,1,1
AR77,10,13,2023-10-13 20:25:14,40.3627,-70.883,L6,0.075,14.9,4185,b,NaN,LTER,0.086,0.01,0.307,2.235,1,1,1,1
AR77,10,19,2023-10-13 20:27:16,40.3627,-70.883,L6,0.075,4,4186,a,NaN,LTER,0.04,0.01,0.296,2.171,1,1,1,1
AR77,10,19,2023-10-13 20:27:16,40.3627,-70.883,L6,0.075,4,4187,b,NaN,LTER,0.04,0.01,0.29,2.203,1,1,1,1
AR77,13,2,2023-10-14 01:48:04,40.0308,-70.8808,L9,1.675,229.1,4188,a,NaN,LTER,23.519,0.01,1.517,12.799,1,1,1,1
AR77,13,2,2023-10-14 01:48:04,40.0308,-70.8808,L9,1.675,229.1,4189,b,NaN,LTER,23.557,0.01,1.452,12.837,1,1,1,1
AR77,13,4,2023-10-14 01:51:42,40.0308,-70.8808,L9,1.675,107.6,4190,a,NaN,LTER,10.148,0.01,0.835,6.034,1,1,1,1
AR77,13,4,2023-10-14 01:51:42,40.0308,-70.8808,L9,1.675,107.6,4191,b,NaN,LTER,10.106,0.01,0.831,6.129,1,1,1,1
AR77,13,6,2023-10-14 01:54:32,40.0308,-70.8808,L9,1.675,75.6,4192,a,NaN,LTER,8.197,0.01,0.817,6.481,1,1,1,1
AR77,13,6,2023-10-14 01:54:32,40.0308,-70.8808,L9,1.675,75.6,4193,b,NaN,LTER,8.199,0.01,0.787,6.52,1,1,1,1
AR77,13,9,2023-10-14 01:57:10,40.0308,-70.8808,L9,1.675,40.2,4194,a,NaN,LTER,1.394,0.154,0.414,3.354,1,1,1,1
AR77,13,9,2023-10-14 01:57:10,40.0308,-70.8808,L9,1.675,40.2,4195,b,NaN,LTER,1.353,0.157,0.41,3.094,1,1,1,1
AR77,13,12,2023-10-14 01:58:46,40.0308,-70.8808,L9,1.675,30.2,4196,a,NaN,LTER,0.262,0.168,0.331,2.052,1,1,1,1
AR77,13,12,2023-10-14 01:58:46,40.0308,-70.8808,L9,1.675,30.2,4197,b,NaN,LTER,0.258,0.218,0.329,2.043,1,1,1,1
AR77,13,16,2023-10-14 02:00:32,40.0308,-70.8808,L9,1.675,25.6,4198,a,NaN,LTER,0.04,0.056,0.289,1.775,1,3,1,1
AR77,13,16,2023-10-14 02:00:32,40.0308,-70.8808,L9,1.675,25.6,4199,b,NaN,LTER,0.04,0.116,0.251,1.816,1,3,1,1
AR77,13,18,2023-10-14 02:01:58,40.0308,-70.8808,L9,1.675,15.1,4200,a,NaN,LTER,0.04,0.01,0.253,1.808,1,3,1,1
AR77,13,18,2023-10-14 02:01:58,40.0308,-70.8808,L9,1.675,15.1,4201,b,NaN,LTER,0.04,0.045,0.253,1.764,1,3,1,1
AR77,13,21,2023-10-14 02:04:15,40.0308,-70.8808,L9,1.675,3.7,4203,b,NaN,LTER,0.04,0.01,0.257,1.762,2,2,2,2
AR77,16,1,2023-10-14 07:45:24,40.1508,-70.8843,L8,0.13,132.8,4204,a,NaN,LTER,12.728,0.01,0.87,8.042,1,1,1,1
AR77,16,1,2023-10-14 07:45:24,40.1508,-70.8843,L8,0.13,132.8,4205,b,NaN,LTER,12.769,0.01,0.749,8.062,1,1,1,1
AR77,16,3,2023-10-14 07:47:47,40.1508,-70.8843,L8,0.13,94.8,4206,a,NaN,LTER,6.995,0.01,0.768,6.048,1,1,1,1
AR77,16,3,2023-10-14 07:47:47,40.1508,-70.8843,L8,0.13,94.8,4207,b,NaN,LTER,7.012,0.01,0.778,6.038,1,1,1,1
AR77,16,4,2023-10-14 07:50:58,40.1508,-70.8843,L8,0.13,60,4208,a,NaN,LTER,3.75,0.01,0.591,4.457,1,3,1,1
AR77,16,4,2023-10-14 07:50:58,40.1508,-70.8843,L8,0.13,60,4209,b,NaN,LTER,3.741,0.069,0.507,4.484,1,3,1,1
AR77,16,5,2023-10-14 07:53:20,40.1508,-70.8843,L8,0.13,35.2,4210,a,NaN,LTER,2.038,0.1,0.487,3.234,1,3,1,1
AR77,16,5,2023-10-14 07:53:20,40.1508,-70.8843,L8,0.13,35.2,4211,b,NaN,LTER,2.025,0.218,0.478,3.14,1,3,1,1
AR77,16,9,2023-10-14 07:55:41,40.1508,-70.8843,L8,0.13,22.3,4212,a,NaN,LTER,0.04,0.01,0.237,1.727,1,1,1,1
AR77,16,9,2023-10-14 07:55:41,40.1508,-70.8843,L8,0.13,22.3,4213,b,NaN,LTER,0.04,0.01,0.234,1.758,1,1,1,1
AR77,16,14,2023-10-14 07:58:20,40.1508,-70.8843,L8,0.13,17,4214,a,NaN,LTER,0.04,0.01,0.228,1.847,1,1,1,1
AR77,16,14,2023-10-14 07:58:20,40.1508,-70.8843,L8,0.13,17,4215,b,NaN,LTER,0.04,0.01,0.226,1.794,1,1,1,1
AR77,16,18,2023-10-14 08:01:08,40.1508,-70.8843,L8,0.13,3.2,4216,a,NaN,LTER,0.04,0.01,0.168,1.802,1,1,1,1
AR77,16,18,2023-10-14 08:01:08,40.1508,-70.8843,L8,0.13,3.2,4217,b,NaN,LTER,0.04,0.01,0.179,1.803,1,1,1,1
AR77,17,2,2023-10-14 10:10:21,40.2573,-70.884,L7,0.062,116.8,4218,a,NaN,LTER,10.121,0.01,0.86,8.576,1,1,1,1
AR77,17,2,2023-10-14 10:10:21,40.2573,-70.884,L7,0.062,116.8,4219,b,NaN,LTER,10.091,0.01,0.864,8.512,1,1,1,1
AR77,17,3,2023-10-14 10:12:19,40.2573,-70.884,L7,0.062,90.1,4220,a,NaN,LTER,7.36,0.01,0.776,6.528,1,1,1,1
AR77,17,3,2023-10-14 10:12:19,40.2573,-70.884,L7,0.062,90.1,4221,b,NaN,LTER,7.379,0.01,0.783,6.515,1,1,1,1
AR77,17,5,2023-10-14 10:15:53,40.2573,-70.884,L7,0.062,62.9,4222,a,NaN,LTER,6.268,0.01,0.632,6.392,1,1,1,1
AR77,17,5,2023-10-14 10:15:53,40.2573,-70.884,L7,0.062,62.9,4223,b,NaN,LTER,6.304,0.01,0.616,6.353,1,1,1,1
AR77,17,7,2023-10-14 10:18:13,40.2573,-70.884,L7,0.062,38.2,4224,a,NaN,LTER,2.305,0.169,0.457,3.513,1,4,1,1
